municipio,nombre_unidad,tipologia,clave_ins,institucion,nivel_atencion,tipo_establecimiento,latitud,longitud
HUEJUQUILLA EL ALTO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,22.62782,-103.8978
ZAPOTILTIC,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.62753,-103.41675
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.66503,-103.30555
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6355,-103.46313
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.677478,-103.257445
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.627824,-103.417269
OCOTLAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.351604,-102.762589
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6764,-103.3123
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.636693,-103.284138
OJUELOS DE JALISCO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.867,-101.5947
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.651786,-103.227623
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.672172,-103.288193
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.643592,-103.43313
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6121,-103.394799
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.71683,-105.21124
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.632111,-105.226204
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.633396,-105.229513
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6557,-105.20891
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.714699,-105.217844
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.713124,-103.321566
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6969,-105.242916
TALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.660009,-103.700992
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.654269,-105.235748
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.661143,-105.218088
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.670339,-103.279313
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.684716,-105.226403
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.728257,-103.390688
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.626782,-103.465917
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.766007,-103.446678
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.64388,-105.21475
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.753231,-103.411696
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.66694,-103.3849
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.801168,-103.469956
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.704797,-103.364684
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.730501,-103.416404
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.638517,-103.314854
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.702832,-103.28365
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.63838,-103.300285
PUERTO VALLARTA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.663421,-105.19676
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.575199,-103.441784
OCOTLAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.359116,-102.778706
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.665692,-103.359577
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.626894,-103.360961
ACATLAN DE JUAREZ,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.425414,-103.596378
OJUELOS DE JALISCO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.86463,-101.59288
CIHUATLAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.20459,-104.68355
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.73177,-103.31523
CHAPALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.30153,-103.26184
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62512,-103.236392
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.746028,-103.385343
SAN JUAN DE LOS LAGOS,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.245975,-102.334968
LAGOS DE MORENO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.35961,-101.92829
LAGOS DE MORENO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.35752,-101.93166
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5317,-103.36825
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.59295,-103.2391
EL SALTO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.51394,-103.18758
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.646199,-103.460082
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.652611,-103.401103
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.80147,-103.495775
SAN JUAN DE LOS LAGOS,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.244773,-102.335034
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.625187,-103.242478
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.626158,-103.250602
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.505492,-103.335561
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.56907,-103.34574
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.475971,-103.447581
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.557807,-103.332349
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.49792,-103.35906
CASIMIRO CASTILLO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.6034,-104.436866
TEPATITLAN DE MORELOS,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.815587,-102.759196
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6289611,-103.4035203
TEQUILA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.883288,-103.836199
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62824,-103.36952
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.529619,-103.394667
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.617015,-103.309005
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.641939,-103.392098
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.666036,-103.280589
ZAPOTLANEJO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.621592,-103.067894
VILLA CORONA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.417445,-103.664165
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.664135,-103.289934
ENCARNACION DE DIAZ,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.525569,-102.239445
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.470676,-103.285108
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.559016,-103.184391
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.645402,-103.303223
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.715165,-103.341535
SAN JUAN DE LOS LAGOS,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.245943,-102.328104
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.750785,-103.363297
UNION DE TULA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.956636,-104.268407
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.546104,-103.367236
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.625373,-103.261528
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.595892,-103.26268
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.600702,-103.403643
PONCITLAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.381753,-102.929081
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.740818,-103.40756
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.778938,-103.446384
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.562801,-103.339623
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.603787,-103.412416
ZAPOTLAN EL GRANDE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.703174,-103.476207
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.638829,-103.294296
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.640702,-103.454875
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.718599,-103.324615
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.668738,-103.431378
CABO CORRIENTES,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.319737,-105.326483
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.623833,-103.415222
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.661753,-103.407015
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.541512,-103.467438
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.661115,-103.342773
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.618932,-103.303973
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.698122,-103.332697
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.694764,-103.349503
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.635806,-103.415167
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.758314,-103.438204
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.784155,-103.476275
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.758987,-103.389059
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.568774,-103.487695
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.530435,-103.469056
EL SALTO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.559423,-103.307091
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.642531,-103.447988
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.746687,-103.391952
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.659598,-103.275214
ZAPOTLAN EL GRANDE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.716949,-103.460687
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.697589,-103.370079
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.706224,-103.325281
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.695211,-103.306206
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.629073,-103.443147
TUXPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.555948,-103.369135
TEPATITLAN DE MORELOS,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.815031,-102.770558
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.61903,-103.24879
