municipio,nombre_unidad,tipologia,clave_ins,institucion,nivel_atencion,tipo_establecimiento,latitud,longitud
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.668264,-103.354807
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.698066,-103.377044
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.750742,-103.443106
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.45784,-103.430661
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.77283,-103.442668
SAN PEDRO TLAQUEPAQUE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.593638,-103.411133
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62545,-103.38783
TEOCALTICHE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.428023,-102.572823
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6302,-103.28064
LAGOS DE MORENO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.3638,-101.9342
CHAPALA,MEDICAL RIBERA HEALTH & SERVICES S DE RL DE CV.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.3024923,-103.2399353
AHUALULCO DE MERCADO,HOSPITAL DEL SAGRADO CORAZÓN,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7018427,-103.9793975
SAN MARTIN HIDALGO,CENTRO QUIRURGICO DEL ANGEL S.C. DE R.L.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.3807426,-103.8549537
ZAPOPAN,SOJASA GUADALAJARA S.C,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6698361,-103.40547
AUTLAN DE NAVARRO,SANATORIO DE ESPECIALIDADES MEDICAS AUTLAN,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.7712663,-104.3688783
MAZAMITLA,CLINICA MEDICA SAN ANTONIO,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.9176709,-103.0195256
VALLE DE JUAREZ,CLINICA DR ROMAN BARRAGAN,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.9357419,-102.941766
PUERTO VALLARTA,OPERADORA JOBARA S.A. DE C.V,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6021486,-105.2333866
TEPATITLAN DE MORELOS,CENTRO DE ARQUITECTURA DE NEGOCIOS CON TECNOLOGIA S.A. DE C.V.,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7050634,-102.3613827
ZAPOPAN,MI CONSULTORIO SAN PABLO SUCURSAL AVILA CAMACHO,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7157874,-103.3807045
PUERTO VALLARTA,SANATORIO BELEN,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6522838,-105.215077
GUADALAJARA,HOSPITAL SAN ANTONIO,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7168891,-103.2968598
GUADALAJARA,NEVAREZ VELASCO MARIA SOLEDAD,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6924814,-103.3197677
AUTLAN DE NAVARRO,CLINICA ROBLES,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.7687208,-104.3543122
SAN PEDRO TLAQUEPAQUE,LA IGLESIA DEL SEÑOR Y AMIGOS UNIDOS EN REHABILITACION DE ALCOHOLISMO Y DROGADICCION A.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.6092119,-103.331643
PUERTO VALLARTA,CLINICA SAN ANTONIO DE VALLARTA A. C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6526287,-105.2103187
GUADALAJARA,AEROMEDICINA DE OCCIDENTE,CONSULTORIO PARTICULAR,NES,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6920132,-103.3762466
ZAPOPAN,WALMART EXPRESS-CONSULTORIO-MARIANO OTERO,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6424531,-103.414374
TLAJOMULCO DE ZUÑIGA,CENTRO DE ARQUITECTURA DE NEGOCIOS CON TECNOLOGIA S.A. DE C.V.,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5673548,-103.4595132
COCULA,CLINICA MIRANDA S DE R.L. DE C.V.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.3682216,-103.8286422
PUERTO VALLARTA,HOSPITAL VALLARTA MEDICAL CENTER,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,TERCER NIVEL,DE HOSPITALIZACIÓN,20.6398215,-105.2321825
TEPATITLAN DE MORELOS,CARINT,CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.8130068,-102.776034
TONALA,CLINICA DENTAL TORRES,CLINICA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6255645,-103.2436462
EL SALTO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.573507,-103.322689
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.65797,-103.264769
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.626148,-103.477592
ZAPOTLAN EL GRANDE,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.687213,-103.478277
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.655629,-103.453197
JUCHITLAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.086348,-104.101794
TEPATITLAN DE MORELOS,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.805293,-102.782342
TLAJOMULCO DE ZUÑIGA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.502071,-103.361078
TONALA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.692709,-103.264387
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.712345,-103.45456
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.760091,-103.528559
EL SALTO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.562527,-103.28284
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.736162,-103.430421
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.72042,-103.358338
PIHUAMO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.254472,-103.379096
EL SALTO,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.51323,-103.238358
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.708952,-103.296278
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.726901,-103.324629
GUADALAJARA,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.709876,-103.310333
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.85111,-103.427831
ZAPOTLAN EL GRANDE,SANEFRO CIUDAD GUZMAN,CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,19.7066576,-103.4666295
GUADALAJARA,PRODUCTOS HOSPITALARIOS S.A DE C.V. (SANEFRO),CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.6632712,-103.3646661
ZAPOPAN,PRODUCOS HOSPITALARIOS S.A. DE C.V. SANEFRO,CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.6509315,-103.4051285
GUADALAJARA,PRODUCTOS HOSPITALARIOS S.A DE C.V. (SANEFRO),CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.6724663,-103.374611
TLAJOMULCO DE ZUÑIGA,SANEFRO,CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.5892559,-103.4455522
LAGOS DE MORENO,"CLINICA DE HEMODIALISIS JUAN PABLO II, S. C.",CLINICA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.3784423,-101.9209418
ZAPOPAN,CLINICA DENTAL CENTAURO,CLINICA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6445453,-103.4212003
GUADALAJARA,CLINICA DENTAL CENTAURO,CLINICA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6793476,-103.3992198
GUADALAJARA,HOSPITAL CRISTO REY S.A DE C.V.,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6474242,-103.3563159
TALA,PRODUCTOS HOSPITALARIOS S.A DE C.V. (SANEFRO),CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.6481735,-103.6977451
AMECA,MEDICAL PONCE,CONSULTORIO PARTICULAR,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5427461,-104.0434658
ZAPOPAN,FUNDACION BEST A.C.,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.631668,-103.435845
ZAPOPAN,50 DOCTORS HOSPITAL,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7308773,-103.4518989
ZAPOPAN,MS MAS SALUD,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7240882,-103.3963341
ZAPOPAN,CLINICA CIUDAD GRANJA,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6793099,-103.4457013
TEPATITLAN DE MORELOS,VIDA SCANNER SERVICIOS HOSPITALARIOS S.A. DE C.V,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.80756,-102.7634768
TIZAPAN EL ALTO,CLÍNICA SAGRADO CORAZÓN,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.16099,-103.0445038
AYOTLAN,HOSPITAL CRISTO SANADOR S.A DE C.V.,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.5271783,-102.3363786
SAN GABRIEL,"F-6404 SAN GABRIEL, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.747794,-103.767372
ZAPOPAN,MI CONSULTORIO SAN PABLO SUCURSAL VALLE REAL,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7376241,-103.4304968
ZAPOPAN,SAN JUAN DE DIOS SERVICIOS DE SALUD A.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,TERCER NIVEL,DE HOSPITALIZACIÓN,20.7219196,-103.38733
ZAPOPAN,"F-7166 ZAPOPAN 79, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.725865,-103.458616
GUADALAJARA,S-2422 GUADALAJARA 120,NO ESPECIFICADO,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.678672,-103.27584
GUADALAJARA,AXA KERALTY GUADALAJARA MEDICINA GENERAL,CONSULTORIO PARTICULAR,SA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7022953,-103.3761993
ETZATLAN,HOSPITAL ETZATLAN,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7636059,-104.0787537
ZAPOPAN,"COMUNIDAD TERAPEUTICA CAMINO, VERDAD Y VIDA",NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.7500499,-103.3612706
GUADALAJARA,CLÍNICA SAN JUAN CASA DE VIDA CONTRA LAS ADICCIONES A.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.7374336,-103.3099072
ZAPOPAN,MEA CASA PSICOCOMUNIDAD SC,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.6504737,-103.4114294
GUADALAJARA,MEDICINA DE AVIACIÓN,CONSULTORIO PARTICULAR,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.688207,-103.388356
ZACOALCO DE TORRES,CLINICA NUESTRA SEÑORA DE LA LUZ,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.2262609,-103.5729213
AHUALULCO DE MERCADO,ITZAYANA CASA GRANDE CENTRO DE RECUPERACIÓN Y REINTEGRACIÓN S.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.7036182,-103.9809763
ZAPOPAN,CASA DE VIDA EN LA CIMA S.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.7412564,-103.3362578
GUADALAJARA,S-2456 GUADALAJARA 123,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.673727,-103.28556
GUADALAJARA,DISEÑO Y PLANEACIÓN EN INVESTIGACIÓN MEDICA S.C.,CONSULTORIO PARTICULAR,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6754119,-103.3814841
GUADALAJARA,DISEÑO Y PLANEACIÓN EN INVESTIGACIÓN MEDICA SC,CONSULTORIO PARTICULAR,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.6828764,-103.3748954
ARANDAS,HOSPITAL MEDICA ILOBE,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7034666,-102.3461159
GUADALAJARA,MI CONSULTORIO SAN PABLO SUCURSAL CRUZ DEL SUR,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6381393,-103.3944244
GUADALAJARA,MI CONSULTORIO SAN PABLO SUCURSAL CIRCUNVALACION,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7012671,-103.338116
GUADALAJARA,NEUROMODULACION GDL SA DE CV,CONSULTORIO PARTICULAR,SA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6635332,-103.3844324
GUADALAJARA,HOSPITAL BONHOMIA S.A.S. DE C.V.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6667644,-103.3945413
EL SALTO,ENCONTRAR LA FORTALEZA A.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.5392325,-103.2934837
GUADALAJARA,CENTRO DE ENDOSCOPIA AVANZADA Y LASSER GINECOLOGICO S.A. DE C.V.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6781061,-103.3774954
GUADALAJARA,ASOCIACIÓN MEXICANA DE DIABETES EN JALISCO A. C.,CONSULTORIO PARTICULAR,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6550583,-103.365964
TALA,HOSPITAL GARDEN GUADALUPE S.A DE C.V.,NO ESPECIFICADO,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6610519,-103.7166288
EL SALTO,QUINTA SOBRIEDAD EMOCIONAL A.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.5620645,-103.2905296
PUERTO VALLARTA,CLÍNICA SANMARE,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6512463,-105.2420064
GUADALAJARA,"JUNTOS CONTRA EL DOLOR, A.C.",NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6975157,-103.3617612
ZAPOPAN,"F-7097 ZAPOPAN 77, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.74412,-103.342284
PUERTO VALLARTA,S-2428 PUERTO VALLARTA 23,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.658371,-105.206901
SAN PEDRO TLAQUEPAQUE,S-2446 GUADALAJARA 122,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.569121,-103.355265
PONCITLAN,"F-7172 PONCITLAN 4, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.383376,-102.928013
ZAPOPAN,S-2457 GUADALAJARA 124,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.643236,-103.420323
ZAPOPAN,"F-7203 ZAPOPAN 81, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.589635,-103.431188
SAN PEDRO TLAQUEPAQUE,"F-7095 TLAQUEPAQUE 34, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.573541,-103.390394
GUADALAJARA,"F-7219 GUADALAJARA 90, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.655255,-103.380349
ZAPOPAN,S-2461 GUADALAJARA 125,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.720464,-103.388554
GUADALAJARA,"F-7299 GUADALAJARA 91, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.697034,-103.365678
ZAPOPAN,"F-7312 ZAPOPAN 82, JAL",CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62979,-103.455625
ZAPOTLANEJO,CLINICA DE REHABILITACIÓN GUERREROS PUERTA A LA VIDA,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.6098064,-102.9931895
ZAPOPAN,A TUS PIES A.C.,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.7690638,-103.4284979
GUADALAJARA,GRUPO MEDFAM SA DE CV,CLINICA,SA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.6730644,-103.3825467
AMECA,HOSPITAL SANTA FE,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.5389873,-104.040818
TLAJOMULCO DE ZUÑIGA,MI CONSULTORIO SAN PABLO SUCURSAL PUNTO SUR,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5874155,-103.4451967
GUADALAJARA,CENTRO UNIVERSITARIO UTEG S.C.,CONSULTORIO PARTICULAR,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6540235,-103.344956
ZAPOPAN,MI CONSULTORIO SAN PABLO SUCURSAL GUADALUPE INN,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6589393,-103.4382278
SAN PEDRO TLAQUEPAQUE,CONSULTORIO MEDICO COLON,CONSULTORIO ADYACENTE A FARMACIA,SA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6037523,-103.4003967
ZAPOPAN,MI CONSULTORIO SAN PABLO SUCURSAL PATRIA GUADALUPE,CONSULTORIO ADYACENTE A FARMACIA,FSP,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.665115,-103.4238
TONALA,C.T. MI FORTALEZA DE VIDA,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,NO APLICA,DE ASISTENCIA SOCIAL,20.6153586,-103.2688256
MAGDALENA,HOSPITAL PAUL EHRLICH,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.9092605,-103.9760136
TLAJOMULCO DE ZUÑIGA,CONSULTORIO MÉDICO SC LOPEZ MATEOS SUR,CONSULTORIO ADYACENTE A FARMACIA,SA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5873685,-103.4434256
